Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/twbs/bootstrap-sass,811327,github.com/twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass,136847,org.mvnpm:bootstrap-sass,https://github.com/twbs/bootstrap-sass#readme,git://github.com/twbs/bootstrap-sass,3172204,senthilc-volta-dev-bootstrap-sass,https://github.com/twbs/bootstrap-sass#readme,git://github.com/twbs/bootstrap-sass.git,388580,twbs/bootstrap-sass,,https://github.com/twbs/bootstrap-sass,712795,XStatic-Bootstrap-SCSS,https://github.com/twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass,18340,bootstrap-sass,https://github.com/twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass
github.com/sedesoft/convertorio-sdk,2194862,github.com/sedesoft/convertorio-sdk,https://github.com/sedesoft/convertorio-sdk,https://github.com/sedesoft/convertorio-sdk,537654,com.sedesoft:convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk/tree/main,2615422,n8n-nodes-convertorio,https://convertorio.com,git+https://github.com/SedeSoft/convertorio-sdk.git,74314,convertorio/sdk,,https://github.com/SedeSoft/convertorio-sdk,111466,convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk,31985,convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk,https://github.com/SedeSoft/convertorio-sdk/tree/main/libs/ruby
