Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo
github.com/standard-webhooks/standard-webhooks,139867,standardwebhooks,,https://github.com/standard-webhooks/standard-webhooks,938996,github.com/standard-webhooks/standard-webhooks,https://github.com/standard-webhooks/standard-webhooks,https://github.com/standard-webhooks/standard-webhooks,3272693,standardwebhooks,https://github.com/standard-webhooks/standard-webhooks/tree/main/libraries/javascript,git+https://github.com/standard-webhooks/standard-webhooks.git,357967,standard-webhooks/standard-webhooks,,https://github.com/standard-webhooks/standard-webhooks
