name,root_url,ecosystems,separator,found_repos
kiota,https://github.com/microsoft/kiota,"Go, NPM",-,"kiota-dart, kiota-dotnet, kiota-java, kiota-php, kiota-python, kiota-swift, kiota-typescript"
aerospike-client-nodejs,https://github.com/aerospike/aerospike-client-nodejs,"Go, NPM",-,"aerospike-client-c, aerospike-client-csharp, aerospike-client-go, aerospike-client-java, aerospike-client-nodejs, aerospike-client-python, aerospike-client-ruby, aerospike-client-rust"
pulsar-client-node,https://github.com/apache/pulsar-client-node,"Go, NPM",-,"pulsar-client-cpp, pulsar-client-go, pulsar-client-node, pulsar-client-python, pulsar-client-ruby"
amazon-kinesis-client-nodejs,https://github.com/awslabs/amazon-kinesis-client-nodejs,"Go, NPM",-,"amazon-kinesis-client-net, amazon-kinesis-client-nodejs, amazon-kinesis-client-python, amazon-kinesis-client-ruby"
wu-diff-js,https://github.com/bokuweb/wu-diff-js,"Go, NPM",-,"wu-diff-js, wu-diff-rs"
gobl,https://github.com/invopop/gobl,"Go, NPM",.,"gobl.ruby, gobl.ts"
plivo-node,https://github.com/plivo/plivo-node,"Go, NPM",-,"plivo-dotnet, plivo-go, plivo-java, plivo-node, plivo-php, plivo-python, plivo-ruby"
numaflow,https://github.com/numaproj/numaflow,"Go, NPM",-,"numaflow-go, numaflow-java, numaflow-js, numaflow-python, numaflow-rs"
inngest,https://github.com/inngest/inngest,"Go, NPM",-,"inngest-js, inngest-kt, inngest-py, inngest-rs"
payu-sdk-node,https://github.com/payu-india/payu-sdk-node,"Go, NPM",-,"payu-sdk-node, payu-sdk-php, payu-sdk-python"
dubbo-js,https://github.com/apache/dubbo-js,"Go, NPM",-,"dubbo-erlang, dubbo-go, dubbo-js, dubbo-python, dubbo-python2, dubbo-rust"
novu,https://github.com/novuhq/novu,"Go, NPM",-,"novu-csharp, novu-dotnet, novu-elixir, novu-go, novu-java, novu-kotlin, novu-php, novu-py, novu-ruby, novu-rust, novu-ts"
concerto,https://github.com/accordproject/concerto,"Go, NPM",-,"concerto-dotnet, concerto-rust"
sumologic-opentelemetry-js,https://github.com/sumologic/sumologic-opentelemetry-js,"Go, NPM",-,"sumologic-opentelemetry-js, sumologic-opentelemetry-node, sumologic-opentelemetry-python"
orbs-client-sdk-javascript,https://github.com/orbs-network/orbs-client-sdk-javascript,"Go, NPM",-,"orbs-client-sdk-go, orbs-client-sdk-javascript, orbs-client-sdk-python"
apyhub.js,https://github.com/apyhub/apyhub.js,"Go, NPM",.,"apyhub.go, apyhub.js"
octokit.js,https://github.com/octokit/octokit.js,"Go, NPM",.,"octokit.js, octokit.net, octokit.rb"
edc-connector-client,https://github.com/think-it-labs/edc-connector-client,"Go, NPM",-,"edc-connector-client-go, edc-connector-client-java"
plotly.py,https://github.com/plotly/plotly.py,"Go, NPM",.,"plotly.js, plotly.py, plotly.rs"
frida,https://github.com/frida/frida,"Go, NPM",-,"frida-go, frida-node, frida-python, frida-rust, frida-swift"
edge,https://github.com/tjanczuk/edge,"Go, NPM",-,"edge-cs, edge-fs, edge-py"
realm-js,https://github.com/realm/realm-js,"Go, NPM",-,"realm-cpp, realm-dart, realm-dotnet, realm-java, realm-js, realm-kotlin, realm-swift"
mountebank,https://github.com/bbyars/mountebank,"Go, NPM",-,"mountebank-gem, mountebank-python"
chrono,https://github.com/wanasit/chrono,"Go, NPM",-,"chrono-java, chrono-python"
knit-go,https://github.com/bufbuild/knit-go,"Go, NPM",-,"knit-go, knit-ts"
bolt-js,https://github.com/slackapi/bolt-js,"Go, NPM",-,"bolt-js, bolt-python"
unkey,https://github.com/unkeyed/unkey,"Go, NPM",-,"unkey-go, unkey-py, unkey-ts"
openai-node,https://github.com/openai/openai-node,"Go, NPM",-,"openai-dotnet, openai-go, openai-java, openai-node, openai-python, openai-ruby"
fzy,https://github.com/jhawthorn/fzy,"Go, NPM",.,"fzy.js, fzy.rb"
functions,https://github.com/architect/functions,"Go, NPM",-,"functions-python, functions-ruby"
amazon-chime-sdk-js,https://github.com/aws/amazon-chime-sdk-js,"Go, NPM",-,"amazon-chime-sdk-cpp, amazon-chime-sdk-js"
dvote-js,https://github.com/vocdoni/dvote-js,"Go, NPM",-,"dvote-flutter, dvote-js, dvote-rs"
zap-api-nodejs,https://github.com/zaproxy/zap-api-nodejs,"Go, NPM",-,"zap-api-dotnet, zap-api-go, zap-api-java, zap-api-nodejs, zap-api-php, zap-api-python, zap-api-rust"
cosmos-client-ts,https://github.com/cosmos-client/cosmos-client-ts,"Go, NPM",-,"cosmos-client-rs, cosmos-client-ts"
parsec,https://github.com/d-plaindoux/parsec,"Go, NPM",.,"parsec.kotlin, parsec.rust"
lib-reference-javascript,https://github.com/flowcommerce/lib-reference-javascript,"Go, NPM",-,"lib-reference-javascript, lib-reference-scala"
kittycad.ts,https://github.com/kittycad/kittycad.ts,"Go, NPM",.,"kittycad.go, kittycad.py, kittycad.rs, kittycad.ts"
nakama-js,https://github.com/heroiclabs/nakama-js,"Go, NPM",-,"nakama-cpp, nakama-dart, nakama-dotnet, nakama-java, nakama-js, nakama-rs, nakama-swift"
suman,https://github.com/sumanjs/suman,"Go, NPM",.,"suman.js, suman.ts"
packetizr-gen-go,https://github.com/femoral/packetizr-gen-go,"Go, NPM",-,"packetizr-gen-csharp, packetizr-gen-go"
redis-reliable-queue-js,https://github.com/pedidopago/redis-reliable-queue-js,"Go, NPM",-,"redis-reliable-queue-go, redis-reliable-queue-js"
scanoss.js,https://github.com/scanoss/scanoss.js,"Go, NPM",.,"scanoss.java, scanoss.js, scanoss.py"
line-bot-sdk-nodejs,https://github.com/line/line-bot-sdk-nodejs,"Go, NPM",-,"line-bot-sdk-go, line-bot-sdk-java, line-bot-sdk-nodejs, line-bot-sdk-perl, line-bot-sdk-php, line-bot-sdk-python, line-bot-sdk-ruby"
openllmetry-js,https://github.com/traceloop/openllmetry-js,"Go, NPM",-,"openllmetry-java, openllmetry-js, openllmetry-ruby"
txtai.js,https://github.com/neuml/txtai.js,"Go, NPM",.,"txtai.go, txtai.java, txtai.js, txtai.py, txtai.rs"
scip-python,https://github.com/sourcegraph/scip-python,"Go, NPM",-,"scip-clang, scip-dotnet, scip-go, scip-java, scip-kotlin, scip-python, scip-ruby, scip-rust, scip-typescript"
ollama-js,https://github.com/ollama/ollama-js,"Go, NPM",-,"ollama-js, ollama-python"
pgvector-node,https://github.com/pgvector/pgvector-node,"Go, NPM",-,"pgvector-c, pgvector-cpp, pgvector-dart, pgvector-dotnet, pgvector-elixir, pgvector-erlang, pgvector-go, pgvector-haskell, pgvector-java, pgvector-lua, pgvector-node, pgvector-ocaml, pgvector-perl, pgvector-php, pgvector-python, pgvector-r, pgvector-ruby, pgvector-rust, pgvector-swift"
fusio-sdk-javascript,https://github.com/apioo/fusio-sdk-javascript,"Go, NPM",-,"fusio-sdk-csharp, fusio-sdk-go, fusio-sdk-java, fusio-sdk-javascript, fusio-sdk-php, fusio-sdk-python"
cerbos-sdk-javascript,https://github.com/cerbos/cerbos-sdk-javascript,"Go, NPM",-,"cerbos-sdk-go, cerbos-sdk-java, cerbos-sdk-javascript, cerbos-sdk-net, cerbos-sdk-php, cerbos-sdk-python, cerbos-sdk-ruby, cerbos-sdk-rust"
comment.js,https://github.com/dciccale/comment.js,"Go, NPM",.,"comment.go, comment.js"
colyseus,https://github.com/colyseus/colyseus,"Go, NPM",.,"colyseus.js, colyseus.lua"
eslint-plugin,https://github.com/mysticatea/eslint-plugin,"Go, NPM",-,"eslint-plugin-node, eslint-plugin-typescript"
speech-to-text-nodejs,https://github.com/watson-developer-cloud/speech-to-text-nodejs,"Go, NPM",-,"speech-to-text-nodejs, speech-to-text-swift"
kartograph.js,https://github.com/kartograph/kartograph.js,"Go, NPM",.,"kartograph.js, kartograph.py"
testcontainers-node,https://github.com/testcontainers/testcontainers-node,"Go, NPM",-,"testcontainers-clj, testcontainers-dotnet, testcontainers-elixir, testcontainers-go, testcontainers-hs, testcontainers-java, testcontainers-node, testcontainers-php, testcontainers-python, testcontainers-rs, testcontainers-ruby, testcontainers-scala"
box2d.ts,https://github.com/flyover/box2d.ts,"Go, NPM",.,"box2d.js, box2d.ts"
subsocial-js,https://github.com/dappforce/subsocial-js,"Go, NPM",-,"subsocial-flutter, subsocial-js"
libui-node,https://github.com/parro-it/libui-node,"Go, NPM",-,"libui-node, libui-npm"
pangu.js,https://github.com/vinta/pangu.js,"Go, NPM",.,"pangu.java, pangu.js, pangu.py"
cognitive-services-speech-sdk-js,https://github.com/microsoft/cognitive-services-speech-sdk-js,"Go, NPM",-,"cognitive-services-speech-sdk-go, cognitive-services-speech-sdk-js"
odin-tokens,https://github.com/4players/odin-tokens,"Go, NPM",-,"odin-tokens-go, odin-tokens-php"
near-api-js,https://github.com/near/near-api-js,"Go, NPM",-,"near-api-js, near-api-kotlin, near-api-py, near-api-rs, near-api-swift, near-api-ts"
nats.node,https://github.com/nats-io/nats.node,"Go, NPM",.,"nats.c, nats.ex, nats.go, nats.java, nats.js, nats.net, nats.node, nats.py, nats.py2, nats.rb, nats.rs, nats.swift, nats.ts"
itertools-ts,https://github.com/smoren/itertools-ts,"Go, NPM",-,"itertools-php, itertools-ts"
stagehand,https://github.com/browserbase/stagehand,"Go, NPM",-,"stagehand-go, stagehand-java, stagehand-kotlin, stagehand-net, stagehand-php, stagehand-python, stagehand-ruby, stagehand-rust"
retraced-js,https://github.com/retracedhq/retraced-js,"Go, NPM",-,"retraced-go, retraced-js"
node-simperium,https://github.com/simperium/node-simperium,"Go, NPM",-,"simperium-js, simperium-python, simperium-ruby"
aws-lambda-dotnet,https://github.com/aws/aws-lambda-dotnet,"Go, NPM",-,"aws-lambda-dotnet, aws-lambda-go"
unitsnet-js,https://github.com/haimkastner/unitsnet-js,"Go, NPM",-,"unitsnet-go, unitsnet-js, unitsnet-py"
alexa-apis-for-nodejs,https://github.com/alexa/alexa-apis-for-nodejs,"Go, NPM",-,"alexa-apis-for-java, alexa-apis-for-nodejs, alexa-apis-for-python"
inngest-js,https://github.com/inngest/inngest-js,"Go, NPM",-,"inngest-js, inngest-kt, inngest-py, inngest-rs"
purescript-node-fs,https://github.com/purescript-node/purescript-node-fs,"Go, NPM",-,"purescript-node-fs, purescript-node-net"
sidekick-agent-nodejs,https://github.com/runsidekick/sidekick-agent-nodejs,"Go, NPM",-,"sidekick-agent-java, sidekick-agent-nodejs, sidekick-agent-python"
authgear-sdk-js,https://github.com/authgear/authgear-sdk-js,"Go, NPM",-,"authgear-sdk-flutter, authgear-sdk-js"
haxcms-nodejs,https://github.com/haxtheweb/haxcms-nodejs,"Go, NPM",-,"haxcms-nodejs, haxcms-php"
typesense-js,https://github.com/typesense/typesense-js,"Go, NPM",-,"typesense-dart, typesense-go, typesense-java, typesense-js, typesense-php, typesense-python, typesense-ruby, typesense-rust, typesense-swift"
dotenv-vault,https://github.com/dotenv-org/dotenv-vault,"Go, NPM",-,"dotenv-vault-kotlin, dotenv-vault-ruby"
sectester-js,https://github.com/neuralegion/sectester-js,"Go, NPM",-,"sectester-go, sectester-js, sectester-net"
tile38-ts,https://github.com/iwpnd/tile38-ts,"Go, NPM",-,"tile38-go, tile38-ts"
reggae-js,https://github.com/atilaneves/reggae-js,"Go, NPM",-,"reggae-js, reggae-lua, reggae-python, reggae-ruby"
buttplug-js,https://github.com/buttplugio/buttplug-js,"Go, NPM",-,"buttplug-csharp, buttplug-js, buttplug-py"
setup-cpp,https://github.com/aminya/setup-cpp,"Go, NPM",-,"setup-cpp, setup-node, setup-python"
siwe,https://github.com/spruceid/siwe,"Go, NPM",-,"siwe-ex, siwe-go, siwe-py, siwe-rs, siwe-ruby, siwe-swift"
adhan-js,https://github.com/batoulapps/adhan-js,"Go, NPM",-,"adhan-js, adhan-kotlin, adhan-swift"
amazon-kinesis-video-streams-webrtc-sdk-js,https://github.com/awslabs/amazon-kinesis-video-streams-webrtc-sdk-js,"Go, NPM",-,"amazon-kinesis-video-streams-webrtc-sdk-c, amazon-kinesis-video-streams-webrtc-sdk-js"
ot.js,https://github.com/operational-transformation/ot.js,"Go, NPM",.,"ot.hs, ot.js, ot.lua, ot.py"
stardog.js,https://github.com/stardog-union/stardog.js,"Go, NPM",-,"stardog-clj, stardog-groovy"
filestack-js,https://github.com/filestack/filestack-js,"Go, NPM",-,"filestack-go, filestack-java, filestack-js, filestack-php, filestack-python, filestack-ruby, filestack-swift"
stream-chat-js,https://github.com/getstream/stream-chat-js,"Go, NPM",-,"stream-chat-dart, stream-chat-flutter, stream-chat-go, stream-chat-java, stream-chat-js, stream-chat-net, stream-chat-php, stream-chat-python, stream-chat-ruby, stream-chat-swift"
sdk-typescript,https://github.com/restatedev/sdk-typescript,"Go, NPM",-,"sdk-go, sdk-java, sdk-python, sdk-rust, sdk-typescript"
dbos-transact,https://github.com/dbos-inc/dbos-transact,"Go, NPM",-,"dbos-transact-golang, dbos-transact-java, dbos-transact-py, dbos-transact-ts"
apitally-js,https://github.com/apitally/apitally-js,"Go, NPM",-,"apitally-dotnet, apitally-go, apitally-java, apitally-js, apitally-py"
sentinelhub-js,https://github.com/sentinel-hub/sentinelhub-js,"Go, NPM",-,"sentinelhub-js, sentinelhub-py"
syft.js,https://github.com/openmined/syft.js,"Go, NPM",.,"syft.cpp, syft.js"
elastic-otel-node,https://github.com/elastic/elastic-otel-node,"Go, NPM",-,"elastic-otel-dotnet, elastic-otel-java, elastic-otel-node, elastic-otel-php, elastic-otel-python"
splunk-otel-js,https://github.com/signalfx/splunk-otel-js,"Go, NPM",-,"splunk-otel-cpp, splunk-otel-dotnet, splunk-otel-flutter, splunk-otel-go, splunk-otel-java, splunk-otel-js, splunk-otel-python, splunk-otel-ruby"
clustergrammer,https://github.com/maayanlab/clustergrammer,"Go, NPM",-,"clustergrammer-js, clustergrammer-py"
opentelemetry-operations-js,https://github.com/googlecloudplatform/opentelemetry-operations-js,"Go, NPM",-,"opentelemetry-operations-cpp, opentelemetry-operations-go, opentelemetry-operations-java, opentelemetry-operations-js, opentelemetry-operations-python, opentelemetry-operations-ruby"
sd-jwt-js,https://github.com/openwallet-foundation-labs/sd-jwt-js,"Go, NPM",-,"sd-jwt-dotnet, sd-jwt-kotlin, sd-jwt-python, sd-jwt-rust"
sdk-node,https://github.com/scrapeless-ai/sdk-node,"Go, NPM",-,"sdk-go, sdk-node, sdk-python"
synthetix,https://github.com/synthetixio/synthetix,"Go, NPM",-,"synthetix-js, synthetix-node"
lightning-charge-client-js,https://github.com/elementsproject/lightning-charge-client-js,"Go, NPM",-,"lightning-charge-client-js, lightning-charge-client-php"
patch-node,https://github.com/patch-technology/patch-node,"Go, NPM",-,"patch-node, patch-python, patch-ruby"
akismet.js,https://github.com/cedx/akismet.js,"Go, NPM",.,"akismet.java, akismet.js, akismet.net, akismet.php"
dub,https://github.com/dubinc/dub,"Go, NPM",-,"dub-go, dub-php, dub-python, dub-ruby, dub-ts"
openrouteservice-js,https://github.com/giscience/openrouteservice-js,"Go, NPM",-,"openrouteservice-java, openrouteservice-js, openrouteservice-py, openrouteservice-r"
state,https://github.com/steelbreeze/state,"Go, NPM",.,"state.cs, state.js"
json-joy,https://github.com/streamich/json-joy,"Go, NPM",-,"json-joy-cpp, json-joy-go, json-joy-php, json-joy-ruby"
lsif-typescript,https://github.com/sourcegraph/lsif-typescript,"Go, NPM",-,"lsif-clang, lsif-cpp, lsif-dart, lsif-go, lsif-node, lsif-py"
ecs-logging-nodejs,https://github.com/elastic/ecs-logging-nodejs,"Go, NPM",-,"ecs-logging-java, ecs-logging-nodejs, ecs-logging-php, ecs-logging-python, ecs-logging-ruby"
riimut,https://github.com/stscoundrel/riimut,"Go, NPM",-,"riimut-cs, riimut-go, riimut-java, riimut-py, riimut-rs"
duo_universal_nodejs,https://github.com/duosecurity/duo_universal_nodejs,"Go, NPM",_,"duo_universal_csharp, duo_universal_golang, duo_universal_java, duo_universal_nodejs, duo_universal_php, duo_universal_python"
easypost-node,https://github.com/easypost/easypost-node,"Go, NPM",-,"easypost-csharp, easypost-go, easypost-java, easypost-node, easypost-php, easypost-python, easypost-ruby"
iotex-antenna,https://github.com/iotexproject/iotex-antenna,"Go, NPM",-,"iotex-antenna-go, iotex-antenna-java, iotex-antenna-rust, iotex-antenna-swift"
dd-trace-js,https://github.com/datadog/dd-trace-js,"Go, NPM",-,"dd-trace-cpp, dd-trace-dotnet, dd-trace-go, dd-trace-java, dd-trace-js, dd-trace-php, dd-trace-py, dd-trace-rb, dd-trace-rs"
resolution,https://github.com/unstoppabledomains/resolution,"Go, NPM",-,"resolution-go, resolution-java, resolution-rust, resolution-swift"
mailgun-js,https://github.com/mailgun/mailgun-js,"Go, NPM",-,"mailgun-go, mailgun-java, mailgun-php, mailgun-python, mailgun-ruby"
dozer,https://github.com/getdozer/dozer,"Go, NPM",-,"dozer-js, dozer-python"
webhooks,https://github.com/octokit/webhooks,"Go, NPM",.,"webhooks.js, webhooks.net"
puidv7-js,https://github.com/puidv7/puidv7-js,"Go, NPM",-,"puidv7-go, puidv7-js"
libsql-client-ts,https://github.com/tursodatabase/libsql-client-ts,"Go, NPM",-,"libsql-client-go, libsql-client-py, libsql-client-rs, libsql-client-ts"
meilisearch-php,https://github.com/meilisearch/meilisearch-php,"Go, PHP",-,"meilisearch-dart, meilisearch-dotnet, meilisearch-flutter, meilisearch-go, meilisearch-java, meilisearch-js, meilisearch-php, meilisearch-python, meilisearch-ruby, meilisearch-rust, meilisearch-swift"
protobuf-php,https://github.com/protocolbuffers/protobuf-php,"Go, PHP",-,"protobuf-go, protobuf-javascript, protobuf-php"
google-auth-library-php,https://github.com/googleapis/google-auth-library-php,"Go, PHP",-,"google-auth-library-java, google-auth-library-nodejs, google-auth-library-php, google-auth-library-python, google-auth-library-ruby, google-auth-library-swift"
elasticsearch-php,https://github.com/elastic/elasticsearch-php,"Go, PHP",-,"elasticsearch-groovy, elasticsearch-java, elasticsearch-js, elasticsearch-net, elasticsearch-perl, elasticsearch-php, elasticsearch-py, elasticsearch-rs, elasticsearch-ruby"
netsvr-protocol,https://github.com/buexplain/netsvr-protocol,"Go, PHP",-,"netsvr-protocol-go, netsvr-protocol-php"
sendgrid-php,https://github.com/sendgrid/sendgrid-php,"Go, PHP",-,"sendgrid-csharp, sendgrid-go, sendgrid-java, sendgrid-nodejs, sendgrid-perl, sendgrid-php, sendgrid-python, sendgrid-ruby"
algorand-php,https://github.com/rootsoft/algorand-php,"Go, PHP",-,"algorand-dart, algorand-php"
pgvector-php,https://github.com/pgvector/pgvector-php,"Go, PHP",-,"pgvector-c, pgvector-cpp, pgvector-dart, pgvector-dotnet, pgvector-elixir, pgvector-erlang, pgvector-go, pgvector-haskell, pgvector-java, pgvector-lua, pgvector-node, pgvector-ocaml, pgvector-perl, pgvector-php, pgvector-python, pgvector-r, pgvector-ruby, pgvector-rust, pgvector-swift"
hprose-php,https://github.com/hprose/hprose-php,"Go, PHP",-,"hprose-cpp, hprose-dart, hprose-dotnet, hprose-elixir, hprose-go, hprose-golang, hprose-java, hprose-js, hprose-lua, hprose-nodejs, hprose-perl, hprose-php, hprose-php5, hprose-python, hprose-ruby, hprose-rust, hprose-swift, hprose-typescript"
fusio-sdk-php,https://github.com/apioo/fusio-sdk-php,"Go, PHP",-,"fusio-sdk-csharp, fusio-sdk-go, fusio-sdk-java, fusio-sdk-javascript, fusio-sdk-php, fusio-sdk-python"
mailgun-php,https://github.com/mailgun/mailgun-php,"Go, PHP",-,"mailgun-go, mailgun-java, mailgun-php, mailgun-python, mailgun-ruby"
cerbos-sdk-php,https://github.com/cerbos/cerbos-sdk-php,"Go, PHP",-,"cerbos-sdk-go, cerbos-sdk-java, cerbos-sdk-javascript, cerbos-sdk-net, cerbos-sdk-php, cerbos-sdk-python, cerbos-sdk-ruby, cerbos-sdk-rust"
stripe-php,https://github.com/stripe/stripe-php,"Go, PHP",-,"stripe-dotnet, stripe-go, stripe-java, stripe-js, stripe-node, stripe-php, stripe-python, stripe-ruby"
twilio-php,https://github.com/twilio/twilio-php,"Go, PHP",-,"twilio-csharp, twilio-go, twilio-java, twilio-node, twilio-php, twilio-python, twilio-ruby"
sentry-php,https://github.com/getsentry/sentry-php,"Go, PHP",-,"sentry-clj, sentry-dart, sentry-dotnet, sentry-elixir, sentry-flutter, sentry-go, sentry-java, sentry-javascript, sentry-lua, sentry-ocaml, sentry-php, sentry-python, sentry-ruby, sentry-rust"
editorconfig-checker.php,https://github.com/editorconfig-checker/editorconfig-checker.php,"Go, PHP",.,"editorconfig-checker.java, editorconfig-checker.javascript, editorconfig-checker.php, editorconfig-checker.python, editorconfig-checker.rust"
pr2apisdk_php,https://github.com/pr2apisdk/pr2apisdk_php,"Go, PHP",_,"pr2apisdk_go, pr2apisdk_java, pr2apisdk_javascript, pr2apisdk_php, pr2apisdk_python"
hook,https://github.com/doubleleft/hook,"Go, PHP",-,"hook-cpp, hook-csharp, hook-javascript, hook-php, hook-ruby, hook-swift"
simple-excel-php,https://github.com/faisalman/simple-excel-php,"Go, PHP",-,"simple-excel-js, simple-excel-php"
grpc-php,https://github.com/grpc/grpc-php,"Go, PHP",-,"grpc-dart, grpc-dotnet, grpc-go, grpc-haskell, grpc-java, grpc-kotlin, grpc-node, grpc-php, grpc-swift"
tron-api,https://github.com/iexbase/tron-api,"Go, PHP",-,"tron-api-go, tron-api-python"
instructor-php,https://github.com/cognesy/instructor-php,"Go, PHP",-,"instructor-php, instructor-py"
rncryptor-php,https://github.com/rncryptor/rncryptor-php,"Go, PHP",-,"rncryptor-hs, rncryptor-js, rncryptor-rs"
sdk-for-php,https://github.com/appwrite/sdk-for-php,"Go, PHP",-,"sdk-for-dart, sdk-for-dotnet, sdk-for-flutter, sdk-for-go, sdk-for-kotlin, sdk-for-node, sdk-for-php, sdk-for-python, sdk-for-ruby, sdk-for-rust, sdk-for-swift"
quickchart-php,https://github.com/typpo/quickchart-php,"Go, PHP",-,"quickchart-csharp, quickchart-java, quickchart-js, quickchart-php, quickchart-python, quickchart-ruby"
pusher-http-php,https://github.com/pusher/pusher-http-php,"Go, PHP",-,"pusher-http-dotnet, pusher-http-go, pusher-http-java, pusher-http-node, pusher-http-php, pusher-http-python, pusher-http-ruby, pusher-http-swift"
altcha-lib-php,https://github.com/altcha-org/altcha-lib-php,"Go, PHP",-,"altcha-lib-ex, altcha-lib-go, altcha-lib-java, altcha-lib-php, altcha-lib-py, altcha-lib-rb"
unirest-php,https://github.com/kong/unirest-php,"Go, PHP",-,"unirest-java, unirest-net, unirest-nodejs, unirest-php, unirest-python, unirest-ruby"
web-push-php,https://github.com/web-push-libs/web-push-php,"Go, PHP",-,"web-push-csharp, web-push-elixir, web-push-php"
wordcolor.php,https://github.com/lichunqiang/wordcolor.php,"Go, PHP",.,"wordcolor.go, wordcolor.php"
pingpp-php,https://github.com/pingplusplus/pingpp-php,"Go, PHP",-,"pingpp-csharp, pingpp-go, pingpp-java, pingpp-js, pingpp-nodejs, pingpp-php, pingpp-python, pingpp-ruby"
xxtea-php,https://github.com/xxtea/xxtea-php,"Go, PHP",-,"xxtea-c, xxtea-dart, xxtea-dotnet, xxtea-go, xxtea-java, xxtea-js, xxtea-lua, xxtea-nodejs, xxtea-php, xxtea-python, xxtea-ruby, xxtea-swift"
protoevent-php,https://github.com/quarks-tech/protoevent-php,"Go, PHP",-,"protoevent-go, protoevent-php"
fhir,https://github.com/google/fhir,"Go, PyPI",-,"fhir-ml, fhir-py"
google-maps-services-python,https://github.com/googlemaps/google-maps-services-python,"Go, PyPI",-,"google-maps-services-go, google-maps-services-java, google-maps-services-js, google-maps-services-python"
influxdb-client-python,https://github.com/influxdata/influxdb-client-python,"Go, PyPI",-,"influxdb-client-csharp, influxdb-client-dart, influxdb-client-go, influxdb-client-java, influxdb-client-js, influxdb-client-php, influxdb-client-python, influxdb-client-r, influxdb-client-ruby, influxdb-client-swift"
tqdm,https://github.com/tqdm/tqdm,"Go, PyPI",.,"tqdm.cpp, tqdm.ml"
hiredis-py,https://github.com/redis/hiredis-py,"Go, PyPI",-,"hiredis-node, hiredis-py, hiredis-rb"
abseil-py,https://github.com/abseil/abseil-py,"Go, PyPI",-,"abseil-cpp, abseil-py"
iceberg,https://github.com/apache/iceberg,"Go, PyPI",-,"iceberg-cpp, iceberg-go, iceberg-python, iceberg-rust"
amazon-kinesis-client-python,https://github.com/awslabs/amazon-kinesis-client-python,"Go, PyPI",-,"amazon-kinesis-client-net, amazon-kinesis-client-nodejs, amazon-kinesis-client-python, amazon-kinesis-client-ruby"
censys-python,https://github.com/censys/censys-python,"Go, PyPI",-,"censys-python, censys-typescript"
dropbox-sdk-python,https://github.com/dropbox/dropbox-sdk-python,"Go, PyPI",-,"dropbox-sdk-dotnet, dropbox-sdk-java, dropbox-sdk-js, dropbox-sdk-python, dropbox-sdk-rust"
txtai,https://github.com/neuml/txtai,"Go, PyPI",.,"txtai.go, txtai.java, txtai.js, txtai.py, txtai.rs"
everpay.py,https://github.com/everfinance/everpay.py,"Go, PyPI",-,"everpay-go, everpay-js"
nats.py,https://github.com/nats-io/nats.py,"Go, PyPI",.,"nats.c, nats.ex, nats.go, nats.java, nats.js, nats.net, nats.node, nats.py, nats.py2, nats.rb, nats.rs, nats.swift, nats.ts"
redacted,https://github.com/mitchelllisle/redacted,"Go, PyPI",-,"redacted-go, redacted-rust"
bitfinex,https://github.com/scottjbarr/bitfinex,"Go, PyPI",-,"bitfinex-go, bitfinex-py"
redis-py,https://github.com/redis/redis-py,"Go, PyPI",-,"redis-py, redis-rb"
openai-python,https://github.com/openai/openai-python,"Go, PyPI",-,"openai-dotnet, openai-go, openai-java, openai-node, openai-python, openai-ruby"
zep,https://github.com/getzep/zep,"Go, PyPI",-,"zep-go, zep-js, zep-python"
py-tree-sitter,https://github.com/tree-sitter/py-tree-sitter,"Go, PyPI",-,"tree-sitter-c, tree-sitter-cpp, tree-sitter-go, tree-sitter-haskell, tree-sitter-java, tree-sitter-javascript, tree-sitter-ocaml, tree-sitter-php, tree-sitter-python, tree-sitter-ruby, tree-sitter-rust, tree-sitter-scala, tree-sitter-swift, tree-sitter-typescript"
autobahn-python,https://github.com/crossbario/autobahn-python,"Go, PyPI",-,"autobahn-c, autobahn-cpp, autobahn-java, autobahn-js, autobahn-python"
elasticsearch-py,https://github.com/elastic/elasticsearch-py,"Go, PyPI",-,"elasticsearch-groovy, elasticsearch-java, elasticsearch-js, elasticsearch-net, elasticsearch-perl, elasticsearch-php, elasticsearch-py, elasticsearch-rs, elasticsearch-ruby"
elastic-transport-python,https://github.com/elastic/elastic-transport-python,"Go, PyPI",-,"elastic-transport-go, elastic-transport-js, elastic-transport-net, elastic-transport-php, elastic-transport-python, elastic-transport-ruby"
sentry-python,https://github.com/getsentry/sentry-python,"Go, PyPI",-,"sentry-clj, sentry-dart, sentry-dotnet, sentry-elixir, sentry-flutter, sentry-go, sentry-java, sentry-javascript, sentry-lua, sentry-ocaml, sentry-php, sentry-python, sentry-ruby, sentry-rust"
google-auth-library-python,https://github.com/googleapis/google-auth-library-python,"Go, PyPI",-,"google-auth-library-java, google-auth-library-nodejs, google-auth-library-php, google-auth-library-python, google-auth-library-ruby, google-auth-library-swift"
hcloud-python,https://github.com/hetznercloud/hcloud-python,"Go, PyPI",-,"hcloud-go, hcloud-python"
jmespath.py,https://github.com/jmespath/jmespath.py,"Go, PyPI",.,"jmespath.js, jmespath.lua, jmespath.php, jmespath.py, jmespath.rb, jmespath.rs, jmespath.swift"
liblouis,https://github.com/liblouis/liblouis,"Go, PyPI",-,"liblouis-java, liblouis-js"
