Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
128531,org.nuiton.js:nuiton-js-html5shiv,https://github.com/aFarkas/html5shiv,http://www.nuiton.org/repositories/browse/nuiton-js/nuiton-js-html5shiv/tags/nuiton-js-html5shiv-3.7.2-1,7596,afarkas/html5shiv,,https://github.com/aFarkas/html5shiv,712815,XStatic-html5shiv,https://github.com/aFarkas/html5shiv/,https://github.com/aFarkas/html5shiv/
