Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/smslocal001/bulk-sms,156991,sms_local_bulk,https://www.smslocal.com,https://github.com/Smslocal001/bulk-sms,348148,smslocal/bulk-sms-by-smslocal,,https://github.com/Smslocal001/bulk-sms,72274,bulk-sms-by-smslocal,https://github.com/Smslocal001/bulk-sms,https://github.com/Smslocal001/bulk-sms
