Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/kerryeon/mp,28707,mp,https://github.com/kerryeon/mp,https://github.com/kerryeon/mp,372958,mp,https://github.com/kerryeon/mp,https://github.com/kerryeon/mp
github.com/amplifytechnology/blazegraph-io,99990,blazegraph-io-core,https://blazegraph.io,https://github.com/amplifytechnology/blazegraph-io,62036,blazegraph-io,https://blazegraph.io,https://github.com/amplifytechnology/blazegraph-io
github.com/getsentry/sentry-protos,212871,sentry_protos,,https://github.com/getsentry/sentry-protos,583842,sentry-protos,https://pypi.org/project/sentry-protos/,https://github.com/getsentry/sentry-protos
github.com/alecandido/ndinterp,29917,ndinterp,,https://github.com/AleCandido/ndinterp,388467,ndinterp,https://pypi.org/project/ndinterp/,https://github.com/AleCandido/ndinterp
github.com/hombit/light-curve,94385,light-curve,,https://github.com/hombit/light-curve,324317,light-curve-python,http://github.com/hombit/light-curve,http://github.com/hombit/light-curve
github.com/mwatelescope/mwalib,30745,mwalib,https://github.com/MWATelescope/mwalib,https://github.com/MWATelescope/mwalib,379381,mwalib,https://github.com/MWATelescope/mwalib,https://github.com/MWATelescope/mwalib
github.com/flying-sheep/xdot-rust,30837,xdot,,https://github.com/flying-sheep/xdot-rust,709435,xdot-rs,https://pypi.org/project/xdot-rs/,https://github.com/flying-sheep/xdot-rust
github.com/nokonoko1203/japan-dem,30918,japan-dem,,https://github.com/nokonoko1203/japan-dem,291903,japan-dem,https://pypi.org/project/japan-dem/,https://github.com/nokonoko1203/japan-dem
github.com/aaronmussig/phylodm,31375,phylodm,,https://github.com/aaronmussig/PhyloDM,459250,phylodm,https://pypi.org/project/phylodm/,https://github.com/aaronmussig/PhyloDM
github.com/gauteh/hidefix,31460,hidefix,,https://github.com/gauteh/hidefix,264010,hidefix,https://pypi.org/project/hidefix/,https://github.com/gauteh/hidefix
github.com/justinian/bonnibel,31898,bonnibel,https://github.com/justinian/bonnibel,https://github.com/justinian/bonnibel,65186,bonnibel,https://github.com/justinian/bonnibel,https://github.com/justinian/bonnibel
github.com/koehlma/momba,108355,momba-sidekick,,https://github.com/koehlma/momba,542937,racetrack,https://github.com/koehlma/momba,https://github.com/koehlma/momba.git
github.com/pola-rs/polars-cli,32335,polars-cli,,https://github.com/pola-rs/polars-cli,469294,polars-cli,https://pypi.org/project/polars-cli/,https://github.com/pola-rs/polars-cli
github.com/catears/goto,32603,goto-cd,https://github.com/CatEars/goto,https://github.com/CatEars/goto,247800,goto-cd,https://github.com/catears/goto,https://github.com/catears/goto
github.com/soedinglab/phylo_grad,32701,phylo_grad,,https://github.com/soedinglab/phylo_grad,459261,phylo-grad,https://pypi.org/project/phylo-grad/,https://github.com/soedinglab/phylo_grad
github.com/maia-sdr/maia-sdr,210286,maia-httpd,https://maia-sdr.org/,https://github.com/maia-sdr/maia-sdr/,339969,maia-hdl,https://pypi.org/project/maia-hdl/,https://github.com/maia-sdr/maia-sdr
github.com/cnpryer/huak,116305,huak-core,https://github.com/cnpryer/huak.git,https://github.com/cnpryer/huak.git,269913,huak,https://github.com/cnpryer/huak.git,https://github.com/cnpryer/huak.git
github.com/tomtung/omikuji,33507,omikuji,,https://github.com/tomtung/omikuji,431124,omikuji,https://github.com/tomtung/omikuji,https://github.com/tomtung/omikuji
github.com/williballenthin/lancelot,212210,lancelot,https://github.com/williballenthin/lancelot,https://github.com/williballenthin/lancelot,527441,python-lancelot,https://github.com/williballenthin/lancelot,https://github.com/williballenthin/lancelot
github.com/thatxliner/interprog,33698,interprog,https://github.com/ThatXliner/interprog,https://github.com/ThatXliner/interprog/tree/main/src/rust,284753,interprog,https://github.com/ThatXliner/interprog,https://github.com/ThatXliner/interprog
github.com/zu1k/good-mitm,135597,trust_cert,https://github.com/zu1k/good-mitm,https://github.com/zu1k/good-mitm,246416,good-mitm,https://github.com/zu1k/good-mitm,https://github.com/zu1k/good-mitm
github.com/instantdomain/instant-segment,34180,instant-segment,https://github.com/InstantDomain/instant-segment,https://github.com/InstantDomain/instant-segment,283641,instant-segment,https://github.com/InstantDomain/instant-segment,https://github.com/InstantDomain/instant-segment
github.com/taeruh/pauli_tracker,34581,pauli_tracker,,https://github.com/taeruh/pauli_tracker,451246,pauli-tracker,https://pypi.org/project/pauli-tracker/,https://github.com/taeruh/pauli_tracker
github.com/cyalen/syllarust,34701,syllarust,,https://github.com/cyalen/syllarust,630083,syllarust,https://pypi.org/project/syllarust/,https://github.com/cyalen/syllarust
github.com/fnndsc/mni2mz3,34748,mni2mz3,,https://github.com/FNNDSC/mni2mz3,366229,mni2mz3,https://pypi.org/project/mni2mz3/,https://github.com/FNNDSC/mni2mz3
github.com/cat-in-136/cargo-generate-rpm,35076,cargo-generate-rpm,https://github.com/cat-in-136/cargo-generate-rpm,https://github.com/cat-in-136/cargo-generate-rpm,79467,cargo-generate-rpm,https://github.com/cat-in-136/cargo-generate-rpm,https://github.com/cat-in-136/cargo-generate-rpm
github.com/neuromorphicsystems/undr,35577,undr,https://github.com/neuromorphicsystems/undr/,https://github.com/neuromorphicsystems/undr/,676080,undr,https://github.com/neuromorphicsystems/undr,https://github.com/neuromorphicsystems/undr
github.com/jelmer/buildlog-consultant,35585,buildlog-consultant,https://github.com/jelmer/buildlog-consultant,https://github.com/jelmer/buildlog-consultant.git,72004,buildlog-consultant,https://pypi.org/project/buildlog-consultant/,https://github.com/jelmer/buildlog-consultant.git
github.com/zdz/serverstatus-rust,86713,stat_common,https://github.com/zdz/ServerStatus-Rust,https://github.com/zdz/ServerStatus-Rust,618941,stat-server,https://github.com/zdz/ServerStatus-Rust,https://github.com/zdz/ServerStatus-Rust
github.com/flaport/eigs,36883,eigs,https://github.com/flaport/eigs,https://github.com/flaport/eigs,185926,eigs,https://github.com/flaport/eigs,https://github.com/flaport/eigs
github.com/jmg049/pywavers,36943,pywavers,,https://github.com/jmg049/PyWavers/,534155,pywavers,https://pypi.org/project/pywavers/,https://github.com/jmg049/PyWavers/
github.com/hivellm/compression-prompt,37193,compression-prompt,https://github.com/hivellm/compression-prompt,https://github.com/hivellm/compression-prompt,107937,compression-prompt,https://github.com/hivellm/compression-prompt,https://github.com/hivellm/compression-prompt
github.com/yushiomote/perde,37560,perde-core,https://github.com/yushiomote/perde,https://github.com/yushiomote/perde,455608,perde-yaml,https://github.com/yushiomote/perde,https://github.com/yushiomote/perde
github.com/msimms/libisolationforest,37729,isolation_forest,,https://github.com/msimms/LibIsolationForest/,289254,IsolationForest,https://github.com/msimms/LibIsolationForest,https://github.com/msimms/LibIsolationForest
github.com/udoprog/ontv,38232,ontv,https://github.com/udoprog/ontv,https://github.com/udoprog/ontv,433116,ontv,http://github.com/udoprog/ontv,http://github.com/udoprog/ontv
github.com/kjnapier/spacerocks,38520,spacerocks,,https://github.com/kjnapier/spacerocks,606782,spacerocks,https://github.com/kjnapier/spacerocks,https://github.com/kjnapier/spacerocks
github.com/holg/gldf-rs,215677,gldf-rs-egui,,https://github.com/holg/gldf-rs,243762,gldf-rs-python,https://github.com/holg/gldf-rs,https://github.com/holg/gldf-rs
github.com/igoyak/igrepper,39073,igrepper,https://igrepper.org,https://github.com/igoyak/igrepper,277005,igrepper,https://github.com/igoyak/igrepper,https://github.com/igoyak/igrepper
github.com/alixinne/glslt,39662,glslt_cli,https://github.com/alixinne/glslt,https://github.com/alixinne/glslt.git,244432,glslt,https://github.com/alixinne/glslt,https://github.com/alixinne/glslt.git
github.com/shiguredo/hisui,211689,shiguredo_fdk_aac,https://github.com/shiguredo/hisui,https://github.com/shiguredo/hisui,265009,hisui,https://github.com/shiguredo/hisui,https://github.com/shiguredo/hisui
github.com/secretflow/secure-data-capsule-apis,39599,sdc_apis,,https://github.com/secretflow/secure-data-capsule-apis.git,578895,sdc-apis,https://github.com/secretflow/secure-data-capsule-apis,https://github.com/secretflow/secure-data-capsule-apis
github.com/ccp-project/portus,202968,portus,https://ccp-project.github.io,https://github.com/ccp-project/portus,513210,pyportus,https://ccp-project.github.io,https://github.com/ccp-project/portus
github.com/matheusfillipe/mangle,39808,mangle,https://mangle.ga,https://github.com/matheusfillipe/mangle,341573,mangle,https://mangle.ga,https://github.com/matheusfillipe/mangle
github.com/untitaker/shippai,118052,shippai_derive,,https://github.com/untitaker/shippai,588811,shippai,https://github.com/untitaker/shippai,https://github.com/untitaker/shippai
github.com/pipeless-ai/pipeless,41030,pipeless-ai,https://www.pipeless.ai/,https://github.com/pipeless-ai/pipeless/,461990,pipeless-ai-cli,https://pipeless.ai,https://github.com/pipeless-ai/pipeless
github.com/terror/pyproject,42397,pyproject,https://github.com/terror/pyproject,https://github.com/terror/pyproject,513673,pyproject,https://github.com/terror/pyproject,https://github.com/terror/pyproject
github.com/chinilla/chinilla_rs,136487,chinilla-clvm-utils,https://github.com/Chinilla/chinilla_rs/,https://github.com/Chinilla/chinilla_rs/chinilla-clvm-utils,90324,chinilla-rs,https://github.com/Chinilla/chinilla_rs/,https://github.com/Chinilla/chinilla_rs/
github.com/chia-network/chiavdf,42984,chiavdf,https://github.com/Chia-Network/chiavdf,https://github.com/Chia-Network/chiavdf,89931,chiavdf,https://github.com/Chia-Network/chiavdf,https://github.com/Chia-Network/chiavdf
github.com/hpi-information-systems/s2gpp,43146,s2gpp,https://github.com/HPI-Information-Systems/S2Gpp,https://github.com/HPI-Information-Systems/S2Gpp,568457,s2gpp,https://github.com/HPI-Information-Systems/S2Gpp,https://github.com/HPI-Information-Systems/S2Gpp
github.com/yayami3/py-license-auditor,43246,py-license-auditor,https://github.com/yayami3/py-license-auditor,https://github.com/yayami3/py-license-auditor,504895,py-license-auditor,https://pypi.org/project/py-license-auditor/,https://github.com/yayami3/py-license-auditor
github.com/nervosnetwork/cfb,44125,flatbuffers-verifier,,https://github.com/nervosnetwork/cfb,85724,cfbc,http://github.com/nervosnetwork/cfb,http://github.com/nervosnetwork/cfb
github.com/thermalogic/rustseuif97,45379,seuif97,https://github.com/thermalogic/,https://github.com/thermalogic/RustSEUIF97/,585935,seuif97,https://github.com/thermalogic/RustSEUIF97,https://github.com/thermalogic/RustSEUIF97
github.com/matusf/z-base-32,45557,z-base-32,,https://github.com/matusf/z-base-32,720325,z-base-32,https://pypi.org/project/z-base-32/,https://github.com/matusf/z-base-32
github.com/cerebusoss/ella,123268,ella-cli,,https://github.com/CerebusOSS/ella,496642,pyella-rs,https://pypi.org/project/pyella-rs/,https://github.com/CerebusOSS/ella
github.com/lightonai/next-plaid,45975,next-plaid-onnx,https://github.com/lightonai/next-plaid,https://github.com/lightonai/next-plaid,504327,pylate-onnx-export,https://pypi.org/project/pylate-onnx-export/,https://github.com/lightonai/next-plaid
github.com/adoni5/readfish-tools,46232,readfish-tools,,https://github.com/adoni5/readfish-tools/,548040,readfish-tools,https://pypi.org/project/readfish-tools/,https://github.com/adoni5/readfish-tools/
github.com/softstream-link/ouch,128331,ouch_model,,https://github.com/softstream-link/ouch,442377,ouch-connect,https://pypi.org/project/ouch-connect/,https://github.com/softstream-link/ouch
github.com/pecos-packages/pecos,65412,pecos-core,https://pecos.io,https://github.com/PECOS-packages/PECOS,540136,quantum-pecos,https://github.com/PECOS-packages/PECOS,https://github.com/PECOS-packages/PECOS
github.com/betrusted-io/xous-core,208203,xous-api-log,https://betrusted.io/xous-book/,https://github.com/betrusted-io/xous-core/,473785,precursorupdater,https://github.com/betrusted-io/betrusted-wiki/wiki/Updating-Your-Device,https://github.com/betrusted-io/xous-core/tree/main/tools/updater
github.com/abingham/spor,47070,spor,https://github.com/abingham/spor,https://github.com/abingham/spor,611891,spor,https://github.com/abingham/spor,https://github.com/abingham/spor
github.com/hfooladi/pdbrust,47222,pdbrust,,https://github.com/hfooladi/pdbrust,452656,pdbrust,https://github.com/HFooladi/pdbrust,https://github.com/HFooladi/pdbrust
github.com/ciphermodelabs/ciphercore,130491,ciphercore-adapters,https://www.ciphermode.com/,https://github.com/ciphermodelabs/ciphercore/,92151,ciphercore,https://github.com/ciphermodelabs/ciphercore/,https://github.com/ciphermodelabs/ciphercore/
github.com/linklayer/cantact,91292,cantact-driver,http://cantact.io/,https://github.com/linklayer/cantact,78345,cantact,https://github.com/linklayer/cantact,https://github.com/linklayer/cantact
github.com/guancecloud/py-spy-for-datakit,48110,py-spy-for-datakit,https://github.com/GuanceCloud/py-spy-for-datakit,https://github.com/GuanceCloud/py-spy-for-datakit,520311,py-spy-for-datakit,https://github.com/GuanceCloud/py-spy-for-datakit,https://github.com/GuanceCloud/py-spy-for-datakit
github.com/viur-framework/logics,49235,logics-rs,,https://github.com/viur-framework/logics,332988,logics-py,https://github.com/viur-framework/logics,https://github.com/viur-framework/logics
github.com/zensical/zapient,49942,zapient,https://github.com/zensical/zapient,https://github.com/zensical/zapient,720129,zapient,https://pypi.org/project/zapient/,https://github.com/zensical/zapient
github.com/apache/hudi-rs,163429,hudi,https://github.com/apache/hudi-rs,https://github.com/apache/hudi-rs,270361,hudi,https://github.com/apache/hudi-rs,https://github.com/apache/hudi-rs
github.com/timkpaine/finance-enums,50963,finance_enums,,https://github.com/timkpaine/finance-enums,212818,finance-enums,https://pypi.org/project/finance-enums/,https://github.com/timkpaine/finance-enums
github.com/horizonanalytic/elasticube,50977,elasticube-core,https://github.com/horizonanalytic/elasticube,https://github.com/horizonanalytic/elasticube,186657,elasticube,https://github.com/horizonanalytic/elasticube,https://github.com/horizonanalytic/elasticube
github.com/bempp/ndelement,180864,c-api-tools-macros,https://github.com/bempp/ndelement,https://github.com/bempp/ndelement,388384,ndelement,https://github.com/bempp/ndelement,https://github.com/bempp/ndelement
github.com/tellaro/tellaro-query-language,51647,tellaro-query-language,https://github.com/tellaro/tellaro-query-language,https://github.com/tellaro/tellaro-query-language,638938,tellaro-query-language,https://github.com/tellaro/tellaro-query-language,https://github.com/tellaro/tellaro-query-language
github.com/xainag/xain-fl,51664,xain-fl,https://xain.io/,https://github.com/xainag/xain-fl/,708490,xain-fl,https://github.com/xainag/xain-fl,https://github.com/xainag/xain-fl
github.com/jamjamjon/ilytix,51706,ilytix,,https://github.com/jamjamjon/ilytix,277687,ilytix,https://pypi.org/project/ilytix/,https://github.com/jamjamjon/ilytix
github.com/bosondata/simplet2s-rs,53229,simplet2s,https://github.com/bosondata/simplet2s-rs,https://github.com/bosondata/simplet2s-rs,594533,simplet2s,https://github.com/bosondata/simplet2s-rs,https://github.com/bosondata/simplet2s-rs
github.com/solverforge/solverforge,54026,solverforge-service,https://solverforge.org,https://github.com/solverforge/solverforge,604856,solverforge,https://pypi.org/project/solverforge/,https://github.com/solverforge/solverforge
github.com/yijunyu/tree-sitter-parsers,54331,tree-sitter-parsers,https://github.com/yijunyu/tree-sitter-parsers,https://github.com/yijunyu/tree-sitter-parsers,664250,tree-sitter-parsers,https://github.com/yijunyu/tree-sitter-parsers,https://github.com/yijunyu/tree-sitter-parsers
github.com/starryinternet/sysadmin,54348,sysadmin-bindings,https://github.com/StarryInternet/sysadmin,https://github.com/StarryInternet/sysadmin,521441,py-sysadmin,https://github.com/StarryInternet/sysadmin,https://github.com/StarryInternet/sysadmin
github.com/stencila/schema,54745,stencila-schema,https://schema.stenci.la,https://github.com/stencila/schema,619955,stencila-schema,https://github.com/stencila/schema,https://github.com/stencila/schema
github.com/reinterpretcat/vrp,160351,vrp-core,https://github.com/reinterpretcat/vrp,https://github.com/reinterpretcat/vrp,691606,vrp-cli,https://github.com/reinterpretcat/vrp,https://github.com/reinterpretcat/vrp
github.com/demml/potatohead,170183,potato-agent,,https://github.com/demml/potatohead,471960,potato-head,https://pypi.org/project/potato-head/,https://github.com/demml/potatohead
github.com/pbs-data-solutions/file-checksum,55114,file-checksum,https://github.com/pbs-data-solutions/file-checksum,https://github.com/pbs-data-solutions/file-checksum,211597,file-checksum,https://github.com/pbs-data-solutions/file-checksum,https://github.com/pbs-data-solutions/file-checksum
github.com/seaplane-io/seaplane,128161,container-image-ref,https://seaplane.io,https://github.com/seaplane-io/seaplane/tree/main/crates/container-image-ref,579826,seaplane,https://github.com/seaplane-io/seaplane/tree/main/seaplane-sdk/python,https://github.com/seaplane-io/seaplane/tree/main/seaplane-sdk/python
github.com/packetdb/packetdb,56137,packetdb,,https://github.com/packetdb/packetdb,445173,packetdb,https://github.com/packetdb/packetdb,https://github.com/packetdb/packetdb
github.com/genesysgo/shadow-drive-rust,127053,shadow-drive-py,,https://github.com/GenesysGo/shadow-drive-rust,586826,shadow-drive,https://pypi.org/project/shadow-drive/,https://github.com/GenesysGo/shadow-drive-rust
github.com/aaronmussig/vtracker,56357,vtracker,,https://github.com/aaronmussig/VTracker,692228,vtracker,https://github.com/aaronmussig/VTracker,https://github.com/aaronmussig/VTracker
github.com/messense/cargo-xwinbuild,57235,cargo-xwinbuild,,https://github.com/messense/cargo-xwinbuild,79493,cargo-xwinbuild,https://pypi.org/project/cargo-xwinbuild/,https://github.com/messense/cargo-xwinbuild
github.com/thomaub/viewercloud,57658,viewercloud,https://github.com/ThomAub/viewercloud,https://github.com/ThomAub/viewercloud,533617,pyviewercloud,https://github.com/ThomAub/viewercloud,https://github.com/ThomAub/viewercloud
github.com/casperlabs/casperlabs,112969,casperlabs-mint,https://casperlabs.io,https://github.com/CasperLabs/CasperLabs/tree/master/execution-engine/mint,80307,casperlabs-client,https://casperlabs.io/,https://github.com/CasperLabs/CasperLabs/tree/dev/integration-testing/client/CasperLabsClient
github.com/insight-platform/similari,167728,similari-trackers-rs,https://github.com/insight-platform/Similari,https://github.com/insight-platform/Similari,592077,similari-trackers-rs,https://github.com/insight-platform/Similari,https://github.com/insight-platform/Similari
github.com/armaan-rashid/implies,58354,implies,,https://github.com/armaan-rashid/implies,279980,implies,https://pypi.org/project/implies/,https://github.com/armaan-rashid/implies
github.com/pkvartsianyi/spatio,217027,spatio-server,,https://github.com/pkvartsianyi/spatio,608130,spatio,https://pypi.org/project/spatio/,https://github.com/pkvartsianyi/spatio
github.com/cavemanloverboy/fnntw,59771,fnntw,,https://github.com/cavemanloverboy/fnntw,498477,pyfnntw,https://pypi.org/project/pyfnntw/,https://github.com/cavemanloverboy/fnntw
github.com/glaciersg/rekker,60422,rekker,,https://github.com/GlacierSG/rekker,551951,rekker,https://pypi.org/project/rekker/,https://github.com/GlacierSG/rekker
github.com/iddohau/rust-strings,60874,rust-strings,https://github.com/iddohau/rust-strings,https://github.com/iddohau/rust-strings,567680,rust-strings,https://github.com/iddohau/rust-strings,https://github.com/iddohau/rust-strings
github.com/yshoji-hep/bulletinboard,185973,bulletin-board-python,,https://github.com/YShoji-HEP/BulletinBoard,72297,bulletin-board-client,https://pypi.org/project/bulletin-board-client/,https://github.com/YShoji-HEP/BulletinBoard
github.com/nickjbenson/quicksocket,61713,quicksocket,https://github.com/nickjbenson/quicksocket,https://github.com/nickjbenson/quicksocket,541550,quicksocket,https://github.com/nickjbenson/quicksocket,https://github.com/nickjbenson/quicksocket
github.com/itt-ustutt/dualnum,61955,dualnum,https://github.com/itt-ustutt/dualnum,https://github.com/itt-ustutt/dualnum,177191,dualnum,https://github.com/itt-ustutt/dualnum,https://github.com/itt-ustutt/dualnum
github.com/lgarron/folderify,62156,folderify,https://github.com/lgarron/folderify,https://github.com/lgarron/folderify,222655,folderify,https://github.com/lgarron/folderify,https://github.com/lgarron/folderify
github.com/ail-project/faup-rs,62636,faup-rs,,https://github.com/ail-project/faup-rs,497741,pyfaup-rs,https://pypi.org/project/pyfaup-rs/,https://github.com/ail-project/faup-rs
github.com/iteralabs/molina,62869,molina,,https://github.com/iteralabs/molina,368921,molina,https://pypi.org/project/molina/,https://github.com/iteralabs/molina
github.com/superjappie08/robot-description-builder,62915,robot-description-builder,https://github.com/SuperJappie08/robot-description-builder,https://github.com/SuperJappie08/robot-description-builder/tree/master/robot-description-builder,560926,robot-description-builder,https://pypi.org/project/robot-description-builder/,https://github.com/SuperJappie08/robot-description-builder/tree/master/robot-description-builder-py
github.com/urbanij/fixed2float,63000,fixed2float,,https://github.com/urbanij/fixed2float,215143,fixed2float,https://pypi.org/project/fixed2float/,https://github.com/urbanij/fixed2float
github.com/opensourceworks-org/yaxp,184018,yaxp-cli,https://github.com/opensourceworks-org/yaxp,https://github.com/opensourceworks-org/yaxp/tree/main/crates/yaxp-cli,488154,pyaxp,https://pypi.org/project/pyaxp/,https://github.com/opensourceworks-org/yaxp/blob/main/crates/pyaxp
github.com/jamjamjon/renify,64335,renify,,https://github.com/jamjamjon/renify,553105,renify,https://pypi.org/project/renify/,https://github.com/jamjamjon/renify
github.com/messense/fasttext-serving,64812,fasttext-serving,,https://github.com/messense/fasttext-serving.git,207404,fasttext-serving,https://github.com/messense/fasttext-serving,https://github.com/messense/fasttext-serving
github.com/ackotech/realm,111909,realm_macros,https://github.com/ackotech/realm,https://github.com/ackotech/realm,548453,realm-cli,https://github.com/ackotech/realm/,https://github.com/ackotech/realm/
github.com/nickcrews/feco3,65451,feco3,https://github.com/NickCrews/feco3,https://github.com/NickCrews/feco3,209068,feco3,https://pypi.org/project/feco3/,https://github.com/NickCrews/feco3
github.com/booink/chanoma,65732,chanoma,,https://github.com/booink/chanoma,87283,chanoma,https://github.com/booink/chanoma/tree/main/bindings/python3,https://github.com/booink/chanoma/tree/main/bindings/python3
github.com/jaysmito101/cgl,65773,cgl-rs,,https://github.com/Jaysmito101/cgl,86385,cgl-py,https://github.com/Jaysmito101/cgl,https://github.com/Jaysmito101/cgl
github.com/cosmian/kms,213569,utimaco_pkcs11_loader,,https://github.com/Cosmian/kms,113556,cosmian-kms,https://pypi.org/project/cosmian-kms/,https://github.com/Cosmian/kms
github.com/alanrace/imc-rs,67298,imc-rs,https://github.com/AlanRace/imc-rs,https://github.com/AlanRace/imc-rs.git,502439,pyimc,https://github.com/AlanRace/imc-rs,https://github.com/AlanRace/imc-rs.git
github.com/uri-abd/clam,110800,abd-clam,https://github.com/URI-ABD/clam,https://github.com/URI-ABD/clam,491002,pyclam,https://github.com/URI-ABD/clam,https://github.com/URI-ABD/clam
github.com/messense/crfs-rs,67937,crfs,,https://github.com/messense/crfs-rs,116937,crfs,https://github.com/messense/crfs-rs,https://github.com/messense/crfs-rs.git
github.com/superdarncanada/dmap,68045,darn-dmap,,https://github.com/SuperDARNCanada/dmap,127465,darn-dmap,https://pypi.org/project/darn-dmap/,https://github.com/SuperDARNCanada/dmap
github.com/qe-lab/dqcsim,68760,dqcsim,https://qe-lab.github.io/dqcsim/,https://github.com/qe-lab/dqcsim,173227,dqcsim,https://github.com/qe-lab/dqcsim,https://github.com/qe-lab/dqcsim/
github.com/entity-neural-network/entity-gym-rs,137039,entity-gym-derive,,https://github.com/entity-neural-network/entity-gym-rs,190905,entity-gym-rs,https://pypi.org/project/entity-gym-rs/,https://github.com/entity-neural-network/entity-gym-rs
github.com/pybevy/pybevy,69220,pybevy,https://github.com/pybevy/pybevy,https://github.com/pybevy/pybevy,488737,pybevy,https://pypi.org/project/pybevy/,https://github.com/pybevy/pybevy
github.com/cyanic-selkie/cutters,69778,cutters,,https://github.com/cyanic-selkie/cutters,123358,cutters,https://pypi.org/project/cutters/,https://github.com/cyanic-selkie/cutters
github.com/jmg049/dtmf_table,70375,dtmf_table,https://github.com/jmg049/dtmf_table,https://github.com/jmg049/dtmf_table,176897,dtmf-table,https://github.com/jmg049/dtmf_table,https://github.com/jmg049/dtmf_table
github.com/bosondata/crfsuite-rs,135760,crfsuite-sys,,https://github.com/bosondata/crfsuite-rs,116940,crfsuite,https://github.com/bosondata/crfsuite-rs,https://github.com/bosondata/crfsuite-rs
github.com/jrhazlett/data_tree,70826,data_tree,,https://github.com/jrhazlett/data_tree,132157,data-tree,https://github.com/jrhazlett/data_tree,https://github.com/jrhazlett/data_tree
github.com/k4black/fast-aug,71627,fast_aug,https://github.com/k4black/fast-aug,https://github.com/k4black/fast-aug,205823,fast-aug,https://github.com/k4black/fast-aug,https://github.com/k4black/fast-aug
github.com/andrewrosss/gitig,72538,gitig-rs,https://github.com/andrewrosss/gitig,https://github.com/andrewrosss/gitig,242310,gitig,https://github.com/andrewrosss/gitig,https://github.com/andrewrosss/gitig
github.com/simontheoret/rusev,72940,rusev,,https://github.com/SimonTheoret/rusev,567356,rusev-py,https://pypi.org/project/rusev-py/,https://github.com/SimonTheoret/rusev
github.com/0809android/mdja,73048,mdja,,https://github.com/0809android/mdja,350533,mdja,https://pypi.org/project/mdja/,https://github.com/0809android/mdja
github.com/mre/hyperjson,73855,hyperjson,https://github.com/mre/hyperjson,https://github.com/mre/hyperjson,272419,hyperjson,https://github.com/mre/hyperjson,https://github.com/mre/hyperjson
github.com/bitdefender/bddisasm,78153,bddisasm-sys,,https://github.com/bitdefender/bddisasm,488521,pybddisasm,https://github.com/bitdefender/bddisasm,https://github.com/bitdefender/bddisasm
github.com/hayden4r4/blackscholes-rust,74767,blackscholes,,https://github.com/hayden4r4/blackscholes-rust,61777,blackscholes-python,https://pypi.org/project/blackscholes-python/,https://github.com/hayden4r4/blackscholes-rust/tree/python_package
github.com/almayce/fast-decision,74693,fast-decision,https://github.com/almayce/fast-decision,https://github.com/almayce/fast-decision,206106,fast-decision,https://github.com/almayce/fast-decision,https://github.com/almayce/fast-decision
github.com/pangeafoundation/pangea-client,74796,pangea-client,https://pangea.foundation,https://github.com/PangeaFoundation/pangea-client,447532,pangea-client,https://pangea.foundation,https://github.com/PangeaFoundation/pangea-client
github.com/lips7/matcher,103732,matcher_py,https://github.com/Lips7/Matcher,https://github.com/Lips7/Matcher,344850,matcher-py,https://github.com/Lips7/Matcher,https://github.com/Lips7/Matcher
github.com/kenjisato/coursemap,75322,coursemap,https://github.com/kenjisato/coursemap,https://github.com/kenjisato/coursemap,114254,coursemap,https://pypi.org/project/coursemap/,https://github.com/kenjisato/coursemap
github.com/cocool97/adb_client,76486,adb_cli,,https://github.com/cocool97/adb_client,486276,pyadb-client,https://github.com/cocool97/adb_client,https://github.com/cocool97/adb_client
github.com/maidsafe/blsttc,75931,blsttc,,https://github.com/maidsafe/blsttc,63214,blsttc,https://pypi.org/project/blsttc/,https://github.com/maidsafe/blsttc
github.com/tom-the-bomb/akinator.py,76210,akinator-py,https://github.com/Tom-the-Bomb/akinator.py,https://github.com/Tom-the-Bomb/akinator.py,16136,akinator.py,https://github.com/Tom-the-Bomb/akinator.py,https://github.com/Tom-the-Bomb/akinator.py
github.com/neurons-me/neurons.me,76560,neurons-me,https://neurons.me,https://github.com/neurons-me/neurons.me,393626,neurons.me,https://github.com/neurons-me/neurons.me,https://github.com/neurons-me/neurons.me
github.com/yummyml/yummy,128175,yummy,,https://github.com/yummyml/yummy,719158,yummy,https://github.com/yummyml/yummy,https://github.com/yummyml/yummy
github.com/trezor/trezor-firmware,197083,trezor-client,https://github.com/trezor/trezor-firmware/tree/master/rust/trezor-client,https://github.com/trezor/trezor-firmware,664682,trezor,https://github.com/trezor/trezor-firmware/tree/master/python,https://github.com/trezor/trezor-firmware/tree/master/python
github.com/adobe/trustmark,76892,trustmark,,https://github.com/adobe/trustmark,666003,trustmark,https://github.com/adobe/trustmark,https://github.com/adobe/trustmark.git
github.com/t-young31/opt-rs,76907,optrs,https://github.com/t-young31/opt-rs,https://github.com/t-young31/opt-rs,438959,optrs,https://github.com/t-young31/opt-rs,https://github.com/t-young31/opt-rs
github.com/nicoretti/ka3005p,77714,ka3005p,https://github.com/Nicoretti/ka3005p,https://github.com/Nicoretti/ka3005p,302246,ka3005p,https://github.com/Nicoretti/ka3005p,https://github.com/Nicoretti/ka3005p
github.com/freddywordingham/arctk,77992,arctk,,https://github.com/FreddyWordingham/arctk,31621,arctk,https://github.com/FreddyWordingham/arctk,https://github.com/FreddyWordingham/arctk
