Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/pid/speakingurl,1581594,github.com/pid/speakingurl,https://github.com/pid/speakingurl,https://github.com/pid/speakingurl,133915,org.mvnpm:speakingurl,http://pid.github.io/speakingurl/,https://github.com/pid/speakingurl,3255706,speakingurl-add-korean,http://pid.github.io/speakingurl/,git://github.com:pid/speakingurl.git,295849,pid/speakingurl,,https://github.com/pid/speakingurl,158916,speakingurl-rails,http://pid.github.io/speakingurl/,https://github.com/pid/speakingurl
