Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/wilsonzlin/hyperbuild,31257,hyperbuild,https://github.com/wilsonzlin/hyperbuild,https://github.com/wilsonzlin/hyperbuild.git,440556,in.wilsonl.hyperbuild:hyperbuild,https://github.com/wilsonzlin/hyperbuild,https://github.com/wilsonzlin/hyperbuild,2189128,hyperbuild,https://github.com/wilsonzlin/hyperbuild#readme,git+https://github.com/wilsonzlin/hyperbuild.git,272232,hyperbuild,https://github.com/wilsonzlin/hyperbuild,https://github.com/wilsonzlin/hyperbuild,74730,hyperbuild,https://github.com/wilsonzlin/hyperbuild,https://github.com/wilsonzlin/hyperbuild
github.com/keeper-security/secrets-manager,178049,keeper-secrets-manager-core,https://docs.keeper.io/en/keeperpam/secrets-manager/overview,https://github.com/Keeper-Security/secrets-manager,587719,com.keepersecurity.secrets-manager:core,https://github.com/Keeper-Security/secrets-manager,https://github.com/Keeper-Security/secrets-manager,602615,@keeper-security/secrets-manager-core,https://github.com/Keeper-Security/secrets-manager#readme,git+https://github.com/Keeper-Security/secrets-manager.git,305024,keeper-secrets-manager-storage-oracle-kms,https://pypi.org/project/keeper-secrets-manager-storage-oracle-kms/,https://github.com/Keeper-Security/secrets-manager,85781,keeper_secrets_manager,https://github.com/Keeper-Security/secrets-manager,https://github.com/Keeper-Security/secrets-manager
