Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
811742,github.com/afarkas/html5shiv,https://github.com/afarkas/html5shiv,https://github.com/afarkas/html5shiv,128531,org.nuiton.js:nuiton-js-html5shiv,https://github.com/aFarkas/html5shiv,http://www.nuiton.org/repositories/browse/nuiton-js/nuiton-js-html5shiv/tags/nuiton-js-html5shiv-3.7.2-1,2174617,html5shiv,https://github.com/aFarkas/html5shiv#readme,git+https://github.com/aFarkas/html5shiv.git,7596,afarkas/html5shiv,,https://github.com/aFarkas/html5shiv,712815,XStatic-html5shiv,https://github.com/aFarkas/html5shiv/,https://github.com/aFarkas/html5shiv/
1504988,github.com/grafana/grafana-foundation-sdk/examples/go/grafana-openapi-client-go,https://github.com/grafana/grafana-foundation-sdk,https://github.com/grafana/grafana-foundation-sdk,610490,com.grafana:grafana-foundation-sdk,https://github.com/grafana/grafana-foundation-sdk,https://github.com/grafana/grafana-foundation-sdk,442319,@grafana/grafana-foundation-sdk,https://github.com/grafana/grafana-foundation-sdk,https://github.com/grafana/grafana-foundation-sdk.git,144411,grafana/foundation-sdk,,https://github.com/grafana/grafana-foundation-sdk,249683,grafana-foundation-sdk,https://pypi.org/project/grafana-foundation-sdk/,https://github.com/grafana/grafana-foundation-sdk.git
