Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/eslazarev/wildberries-sdk,208983,wildberries_sdk_general,https://github.com/eslazarev/wildberries-sdk,https://github.com/eslazarev/wildberries-sdk,2225398,github.com/eslazarev/wildberries-sdk,https://github.com/eslazarev/wildberries-sdk,https://github.com/eslazarev/wildberries-sdk,3642207,wildberries-sdk,https://github.com/eslazarev/wildberries-sdk#readme,git+https://github.com/eslazarev/wildberries-sdk.git,116249,eslazarev/wildberries-sdk,,https://github.com/eslazarev/wildberries-sdk,700930,wildberries-sdk,https://pypi.org/project/wildberries-sdk/,https://github.com/eslazarev/wildberries-sdk
