Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/fengb3/hachi64,190089,hachi64,https://github.com/fengb3/Hachi64,https://github.com/fengb3/Hachi64,397377,io.github.fengb3:hachi64,https://github.com/fengb3/Hachi64,https://github.com/fengb3/Hachi64/tree/main,148607,hachi64/hachi64,,https://github.com/fengb3/Hachi64,256262,hachi64,https://github.com/fengb3/hachi64,https://github.com/fengb3/hachi64,68455,hachi64,https://github.com/fengb3/Hachi64,https://github.com/fengb3/Hachi64
