Normalized_URL,Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/goldziher/spikard,19583,spikard,https://github.com/Goldziher/spikard,https://github.com/Goldziher/spikard,3258337,spikard-wasm,https://github.com/Goldziher/spikard,git+https://github.com/Goldziher/spikard.git,353767,spikard/spikard,,https://github.com/Goldziher/spikard,610896,spikard,https://github.com/Goldziher/spikard,https://github.com/Goldziher/spikard,159300,spikard,https://github.com/Goldziher/spikard,https://github.com/Goldziher/spikard
